"SEQ","VOYTERM","DATETIMEACTUALARRIVAL","DATETIMEACTUALDEPARTURE","WAGON","WAGTYPE","WPOS","ADDRESS_BARGEOPER","COPINOCODELOAD","COPINOCODEDISCHARGE","LOADINGORDISCHARGE","MAXTEU","TARE","LEN","SIZEFT","NRAXES","WAGONMODEL","PAYLOAD"
119407566,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33534557216-8",SGNS,19,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407567,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33534557603-7",SGNS,20,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407568,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33534557054-3",SGNS,21,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407569,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33884962476-6",SGGMRSS,22,$SHUTRO,SM/10431,MS/10431,L,4.5,27200,29.59,90,6,,108000
119407672,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554211-1",SGNS,1,$SHUTRO,RD/10431,,L,3,19650,19.74,60,4,,69800
119407673,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554110-5",SGNS,2,$SHUTRO,RD/10431,,L,3,19500,19.74,60,4,,69800
119407674,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554240-0",SGNS,3,$SHUTRO,RD/10431,,L,3,19700,19.74,60,4,,69800
119407675,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884561034-8",SGNS,4,$SHUTRO,RD/10431,,L,3,22650,23.13,60,4,,67100
119407676,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554182-4",SGNS,5,$SHUTRO,RD/10431,,L,3,19950,19.74,60,4,,69800
119407677,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884910109-6",SGNS,6,$SHUTRO,RD/10431,,L,3,19450,19.78,60,4,,70200
119407678,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554559-3",SGNS,7,$SHUTRO,RD/10431,,L,3,19700,19.74,60,4,,70200
119407679,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554790-4",SGNS,8,$SHUTRO,RD/10431,,L,3,19750,19.74,60,4,,70000
119407680,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554601-3",SGNS,9,$SHUTRO,RD/10431,,L,3,19750,19.74,60,4,,70000
119407681,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554336-6",SGNS,10,$SHUTRO,RD/10431,,L,3,19600,19.74,60,4,,69800
119407682,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554350-7",SGNS,11,$SHUTRO,RD/10431,,L,3,20180,19.74,60,4,,69800
119407683,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554770-6",SGNS,12,$SHUTRO,RD/10431,,L,3,18900,19.74,60,4,,70200
119407684,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554175-8",SGNS,13,$SHUTRO,RD/10431,,L,3,20140,19.74,60,4,,69800
119407685,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884561067-8",SGNS,14,$SHUTRO,RD/10431,,L,3,22300,23.13,60,4,,67100
119407686,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554112-1",SGNS,15,$SHUTRO,RD/10431,,L,3,19250,19.74,60,4,,69800
119407687,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554677-3",SGNS,16,$SHUTRO,RD/10431,,L,3,19600,19.74,60,4,,70200
119407688,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554226-9",SGNS,17,$SHUTRO,RD/10431,,L,3,20100,19.74,60,4,,69800
119407689,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554418-2",SGNS,18,$SHUTRO,RD/10431,,L,3,19400,19.74,60,4,,69800
119407690,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554766-4",SGNS,19,$SHUTRO,RD/10431,,L,3,19150,19.74,60,4,,70200
119407691,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554325-9",SGNS,20,$SHUTRO,RD/10431,,L,3,20160,19.74,60,4,,69800
119407692,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554791-2",SGNS,21,$SHUTRO,RD/10431,,L,3,19750,19.74,60,4,,70000
119407693,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554516-3",SGNS,22,$SHUTRO,RD/10431,,L,3,19600,19.74,60,4,,70200
119407694,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554572-6",SGNS,23,$SHUTRO,RD/10431,,L,3,19550,19.74,60,4,,70200
119407695,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554034-7",SGNS,24,$SHUTRO,RD/10431,,L,3,20160,19.74,60,4,,69800
119407696,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554595-7",SGNS,25,$SHUTRO,RD/10431,,L,3,19800,19.74,60,4,,70000
119407697,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554552-8",SGNS,26,$SHUTRO,RD/10431,,L,3,19550,19.74,60,4,,70200
119407698,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884554474-5",SGNS,27,$SHUTRO,RD/10431,,L,3,19900,19.74,60,4,,69800
119407699,CTTROT20210128DOURGES,2021-01-27 23:10:00,2021-01-28 12:00:00,"33884910118-7",SGNS,28,$SHUTRO,RD/10431,,L,3,19400,19.78,60,4,,70200
119461794,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"31804563138-5",SGNSS60,1,$SHUTRO,SM/10441,MS/10311,L,3,19200,19.64,60,4,TOUAX,70800
119461795,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33884962425-3",SGGMRSS90,2,$SHUTRO,SM/10441,MS/10311,L,4.5,27200,29.59,90,6,TOUAX,107800
119461796,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804565932-3",SGNSS60,3,$SHUTRO,SM/10441,MS/10311,L,3,19000,19.74,60,4,ERMEWA,71000
119461797,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33884961146-6",SGGMRSS90,4,$SHUTRO,SM/10441,MS/10311,L,4.5,27200,29.59,90,6,TOUAX,107800
119461798,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804565991-9",SGNSS60,5,$SHUTRO,SM/10441,MS/10311,L,3,19000,19.74,60,4,ERMEWA,71000
119461799,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804563162-9",SGNSS60,6,$SHUTRO,SM/10441,MS/10311,L,3,19200,19.64,60,4,TOUAX,70800
119461800,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804565949-7",SGNSS60,7,$SHUTRO,SM/10441,MS/10311,L,3,19000,19.74,60,4,ERMEWA,71000
119461801,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804563183-5",SGNSS60,8,$SHUTRO,SM/10441,MS/10311,L,3,19200,19.64,60,4,TOUAX,70800
119461802,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804565976-0",SGNSS60,9,$SHUTRO,SM/10441,MS/10311,L,3,19000,19.74,60,4,ERMEWA,71000
119461803,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33534557928-8",SGNS,10,$SHUTRO,SM/10441,MS/10311,L,3,,,,,,
119461804,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33534557208-5",SGNS,11,$SHUTRO,SM/10441,MS/10311,L,3,,,,,,
119461805,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804565958-8",SGNSS60,12,$SHUTRO,SM/10441,MS/10311,L,3,19000,19.74,60,4,ERMEWA,71000
119461806,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804565923-2",SGNSS60,13,$SHUTRO,SM/10441,MS/10311,L,3,19000,19.74,60,4,ERMEWA,71000
119461807,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804563120-7",SGNSS60,14,$SHUTRO,SM/10441,MS/10311,L,3,19200,19.64,60,4,TOUAX,70800
119461808,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804563156-1",SGNSS60,15,$SHUTRO,SM/10441,MS/10311,L,3,19200,19.64,60,4,TOUAX,70800
119461809,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804565922-4",SGNSS60,16,$SHUTRO,SM/10441,MS/10311,L,3,19000,19.74,60,4,ERMEWA,71000
119461810,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33884961177-1",SGGMRS104S90,17,$SHUTRO,SM/10441,MS/10311,L,4.5,,,,,,
119461811,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33874908316-2",SFFGGMRRSS,18,$SHUTRO,SM/10441,MS/10311,L,6,36000,37.34,106,8,TOUAX,108000
119461812,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33884962405-5",SGGMRSS90,19,$SHUTRO,SM/10441,MS/10311,L,4.5,27200,29.59,90,6,TOUAX,107800
119461813,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"37804563071-2",SGNSS60,20,$SHUTRO,SM/10441,MS/10311,L,3,19200,19.64,60,4,TOUAX,70800
119461814,CTTROT20210128MORTARA,2021-01-28 16:45:00,2021-01-28 22:46:00,"33884961083-1",SGGMRS104S90,21,$SHUTRO,SM/10441,MS/10311,L,4.5,,,,,,
119548586,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554211-1",SGNS,1,$SHUTRO,,DR/10451,L,3,19650,19.74,60,4,,69800
119548587,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554110-5",SGNS,2,$SHUTRO,,DR/10451,L,3,19500,19.74,60,4,,69800
119548588,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554240-0",SGNS,3,$SHUTRO,,DR/10451,L,3,19700,19.74,60,4,,69800
119548589,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884561034-8",SGNS,4,$SHUTRO,,DR/10451,L,3,22650,23.13,60,4,,67100
119548590,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554182-4",SGNS,5,$SHUTRO,,DR/10451,L,3,19950,19.74,60,4,,69800
119548591,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884910109-6",SGNS,6,$SHUTRO,,DR/10451,L,3,19450,19.78,60,4,,70200
119548592,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554559-3",SGNS,7,$SHUTRO,,DR/10451,L,3,19700,19.74,60,4,,70200
119548593,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554790-4",SGNS,8,$SHUTRO,,DR/10451,L,3,19750,19.74,60,4,,70000
119548594,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554601-3",SGNS,9,$SHUTRO,,DR/10451,L,3,19750,19.74,60,4,,70000
119548595,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554336-6",SGNS,10,$SHUTRO,,DR/10451,L,3,19600,19.74,60,4,,69800
119548596,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554350-7",SGNS,11,$SHUTRO,,DR/10451,L,3,20180,19.74,60,4,,69800
119548597,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554770-6",SGNS,12,$SHUTRO,,DR/10451,L,3,18900,19.74,60,4,,70200
119548598,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554175-8",SGNS,13,$SHUTRO,,DR/10451,L,3,20140,19.74,60,4,,69800
119548599,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884561067-8",SGNS,14,$SHUTRO,,DR/10451,L,3,22300,23.13,60,4,,67100
119548600,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554112-1",SGNS,15,$SHUTRO,,DR/10451,L,3,19250,19.74,60,4,,69800
119548601,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554677-3",SGNS,16,$SHUTRO,,DR/10451,L,3,19600,19.74,60,4,,70200
119548602,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554226-9",SGNS,17,$SHUTRO,,DR/10451,L,3,20100,19.74,60,4,,69800
119548603,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554418-2",SGNS,18,$SHUTRO,,DR/10451,L,3,19400,19.74,60,4,,69800
119548604,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554766-4",SGNS,19,$SHUTRO,,DR/10451,L,3,19150,19.74,60,4,,70200
119548605,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554325-9",SGNS,20,$SHUTRO,,DR/10451,L,3,20160,19.74,60,4,,69800
119548606,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554791-2",SGNS,21,$SHUTRO,,DR/10451,L,3,19750,19.74,60,4,,70000
119548607,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554516-3",SGNS,22,$SHUTRO,,DR/10451,L,3,19600,19.74,60,4,,70200
119548608,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554572-6",SGNS,23,$SHUTRO,,DR/10451,L,3,19550,19.74,60,4,,70200
119548609,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554034-7",SGNS,24,$SHUTRO,,DR/10451,L,3,20160,19.74,60,4,,69800
119548610,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554595-7",SGNS,25,$SHUTRO,,DR/10451,L,3,19800,19.74,60,4,,70000
119548611,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554552-8",SGNS,26,$SHUTRO,,DR/10451,L,3,19550,19.74,60,4,,70200
119548612,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884554474-5",SGNS,27,$SHUTRO,,DR/10451,L,3,19900,19.74,60,4,,69800
119548613,CTTROT20210131DOURGES,2021-01-31 10:15:00,2021-01-31 15:19:00,"33884910118-7",SGNS,28,$SHUTRO,,DR/10451,L,3,19400,19.78,60,4,,70200
119588529,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804563019-1",SGNSS,1,$SHUTRO,,MS/10441,L,3,,,,,,
119588530,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"31804563222-7",SGNSS,2,$SHUTRO,,MS/10441,L,3,,,,,,
119588531,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804563192-6",SGGOS,3,$SHUTRO,,MS/10441,L,3,,,,,,
119588532,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"31804563151-8",SGNSS,4,$SHUTRO,,MS/10441,L,3,,,,,,
119588533,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"33884962528-4",SGGMRS104S90,5,$SHUTRO,,MS/10441,L,4.5,,,,,,
119588534,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"33884962535-9",SGGMRSS,6,$SHUTRO,,MS/10441,L,4.5,27200,29.59,90,6,,108000
119588535,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804565948-9",SGNSS,7,$SHUTRO,,MS/10441,L,3,,,,,,
119588536,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"33874908369-1",SSFFGGMRRSS,8,$SHUTRO,,MS/10441,L,4.5,,,,,,
119588537,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804563133-0",SGNSS,9,$SHUTRO,,MS/10441,L,3,,,,,,
119588538,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804563026-6",SGNSS,10,$SHUTRO,,MS/10441,L,3,,,,,,
119588539,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"33884961375-1",SGGMRSS,11,$SHUTRO,,MS/10441,L,4.5,,,,,,
119588540,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"33884962562-3",SGGMRSS,12,$SHUTRO,,MS/10441,L,4.5,27200,29.59,90,6,,108000
119588541,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"33884962503-7",SGGMRS,13,$SHUTRO,,MS/10441,L,4.5,26680,29.59,90,,,
119588542,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804565966-1",SGNSS,14,$SHUTRO,,MS/10441,L,3,,,,,,
119588543,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804563012-6",SGNSS,15,$SHUTRO,,MS/10441,L,3,,,,,,
119588544,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804565972-9",SGNSS,16,$SHUTRO,,MS/10441,L,3,,,,,,
119588545,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804563010-0",SGNSS,17,$SHUTRO,,MS/10441,L,3,,,,,,
119588546,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804565933-1",SGNSS,18,$SHUTRO,,MS/10441,L,3,,,,,,
119588547,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"33884961393-4",SGGMRSS,19,$SHUTRO,,MS/10441,L,4.5,27200,29.59,90,6,,106000
119588548,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804563108-2",SGNSS,20,$SHUTRO,,MS/10441,L,3,,,,,,
119588549,CTTROT20210201MORTARA-D,2021-02-01 06:30:00,2021-02-01 09:00:00,"37804565974-5",SGNSS,21,$SHUTRO,,MS/10441,L,3,,,,,,
119588552,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804563019-1",SGNSS,1,$SHUTRO,SM/10511,,L,3,,,,,,
119588553,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"31804563222-7",SGNSS,2,$SHUTRO,SM/10511,,L,3,,,,,,
119588554,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804563192-6",SGGOS,3,$SHUTRO,SM/10511,,L,3,,,,,,
119588555,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"31804563151-8",SGNSS,4,$SHUTRO,SM/10511,,L,3,,,,,,
119588556,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"33884962528-4",SGGMRS104S90,5,$SHUTRO,SM/10511,,L,4.5,,,,,,
119588557,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"33884962535-9",SGGMRSS,6,$SHUTRO,SM/10511,,L,4.5,27200,29.59,90,6,,108000
119588558,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804565948-9",SGNSS,7,$SHUTRO,SM/10511,,L,3,,,,,,
119588559,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"33874908369-1",SSFFGGMRRSS,8,$SHUTRO,SM/10511,,L,4.5,,,,,,
119588560,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804563133-0",SGNSS,9,$SHUTRO,SM/10511,,L,3,,,,,,
119588561,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804563026-6",SGNSS,10,$SHUTRO,SM/10511,,L,3,,,,,,
119588562,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"33884961375-1",SGGMRSS,11,$SHUTRO,SM/10511,,L,4.5,,,,,,
119588563,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"33884962562-3",SGGMRSS,12,$SHUTRO,SM/10511,,L,4.5,27200,29.59,90,6,,108000
119588564,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"33884962503-7",SGGMRS,13,$SHUTRO,SM/10511,,L,4.5,26680,29.59,90,,,
119588565,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804565966-1",SGNSS,14,$SHUTRO,SM/10511,,L,3,,,,,,
119588566,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804563012-6",SGNSS,15,$SHUTRO,SM/10511,,L,3,,,,,,
119588567,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804565972-9",SGNSS,16,$SHUTRO,SM/10511,,L,3,,,,,,
119588568,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804563010-0",SGNSS,17,$SHUTRO,SM/10511,,L,3,,,,,,
119588569,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804565933-1",SGNSS,18,$SHUTRO,SM/10511,,L,3,,,,,,
119588570,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"33884961393-4",SGGMRSS,19,$SHUTRO,SM/10511,,L,4.5,27200,29.59,90,6,,106000
119588571,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804563108-2",SGNSS,20,$SHUTRO,SM/10511,,L,3,,,,,,
119588572,CTTROT20210201MORTARA-C,2021-02-01 16:30:00,2021-02-01 22:30:00,"37804565974-5",SGNSS,21,$SHUTRO,SM/10511,,L,3,,,,,,
119677618,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33534557885-0",SGNSS60,1,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677619,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804563066-2",SGNSS60,2,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677620,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33534557756-3",SGNSS60,3,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677621,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804563084-5",SGNSS60,4,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677622,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804563129-8",SGNSS60,5,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677623,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33884962366-9",SGGMRSS90,6,$SHUTRO,SM/10521,,L,4.5,27200,29.59,90,6,TOUAX,170800
119677624,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33884961140-9",SGGMRSS90,7,$SHUTRO,SM/10521,,L,4.5,27200,29.59,90,6,TOUAX,107800
119677625,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804565931-5",SGNSS60,8,$SHUTRO,SM/10521,,L,3,19000,19.74,60,4,ERMEWA,71000
119677626,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33884961353-8",SGGMRSS90,9,$SHUTRO,SM/10521,,L,4.5,27160,29.59,90,6,TOUAX,107800
119677627,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804563047-2",SGNSS60,10,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677628,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"31804563104-7",SGNSS60,11,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677629,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804563157-9",SGNSS60,12,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677630,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"31804563165-8",SGNSS60,13,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677631,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804565963-8",SGNSS60,14,$SHUTRO,SM/10521,,L,3,19000,19.74,60,4,ERMEWA,71000
119677632,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33884961196-1",SGGMRSS90,15,$SHUTRO,SM/10521,,L,4.5,27200,29.59,90,6,TOUAX,107800
119677633,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33874908706-4",SFFGGMRRSS,16,$SHUTRO,SM/10521,,L,6,35560,37.36,106,8,TOUAX,108000
119677634,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804563059-7",SGNSS60,17,$SHUTRO,SM/10521,,L,3,19200,19.64,60,4,TOUAX,70800
119677635,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"37804563218-9",SGNSS,18,$SHUTRO,SM/10521,,L,3,,,,,,
119677636,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33884961379-3",SGGMRS,19,$SHUTRO,SM/10521,,L,4.5,,,,,,
119677637,CTTROT20210202MORTARA,2021-02-02 19:53:00,2021-02-02 22:38:00,"33884961336-3",SGGMRSS90,20,$SHUTRO,SM/10521,,L,4.5,27200,29.59,90,6,TOUAX,107800
119677710,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"37804565955-4",SGNSS60,1,$SHUTRO,,MS/10431,L,3,19000,19.74,60,4,ERMEWA,71000
119677711,CTTROT20210130MORTARA,2021-01-30 09:40:00,2021-01-30 13:00:00,"33534557885-0",SGNSS60,2,$SHUTRO,,MS/10431,L,3,19200,19.64,60,4,TOUAX,70800
